rank,u,v,edge_betweenness
61,02c0b38022846c6b6f45b30031859ac7c5fb0c67ec8ed5cce8409c4b438c267ffe,032cc10cd38671eccb447e86c76a6be972cd16c333486399601e390419f98badc3,0.0023494188094399437
62,02215d11d9a395474a861027566d69280aa41903450565f9a5692c375b1edf578b,03205b045b0126c0d3fb826a38b9befc4babf51689544908c704d8e51fdec75ffb,0.0023494188094399437
63,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0342284b265ce9542f7d6d98f64715b2d4571de54acfd343fd4abc90663fd250b5,0.0023494188094399437
64,030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,0335eea0ac647c4a5c8f7d94eac399e43bfeef2470d3a3d95c6c5f9f725aaeae2d,0.0023494188094399437
65,02eaa9d863e2016f01a06c3870f8421de23bfa2fb98dbcf911f6f56c284fc1e378,03c334f18a877949c980b17ea7fef2576a6069e56695eb5ebd0f4ae90a9b3905e2,0.0023494188094399437
66,02a0bc43557fae6af7be8e3a29fdebda819e439bea9c0f8eb8ed6a0201f3471ca9,03ff99b784363fa5a35c9d3c6d8b2ccaab92ad1b1fe627464ce34bd6018a2abb2e,0.0023494188094399437
67,0307243743f60637f090347f9f2c1c98017071fd8f6afd8d6f6f6a64c7393a858a,03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,0.0023494188094399437
68,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0396a0aa44ab3fc9dca14681f90066fdceb1c66b04369804cb59acfd5298d0b131,0.0023494188094399437
69,032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,0361b6dfb36c8e1746e502a3e24e0c766713bb071a567d58e51733941abbd2b534,0.0023494188094399437
70,02324cfe1c5d3a24d4dbd8422ba77ff4cc087ec743536590a9399e040ebca3c50e,0301a6aa315c9c1812e76cede5f1d107d01e11c17183889ffe3f613a33e5972318,0.0023494188094399437
71,020bae58f77e89686f48247a22e351eb4538be46d71e14d7dcf1faddfd949adebd,03a7945697bb5dbe00d9762283b8f9a55eae685c4c0e891c0a1bb0c9b86e2d65ef,0.0023494188094399437
72,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,030cc70965a23ad34e69e1a66ec897cd73fa18b4193ec401d196c5ea25ec056e3f,0.0023494188094399433
73,038c4288a41c79e47f37efccb2a0e1deb3b48291a7813f0be12179f9e84a4c6d35,03ec127a04ac464577bdba9637ca7c8edcd0e27c4ffeef5094a10ad69eeae76800,0.0023494188094399433
74,0200c7ce2a4cd3d5e5f1ee5381b386c5cf25ea13048ee0efa425ccbe825c7a5c3d,0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,0.0023494188094399433
75,02c1720c7963688ac692e8afe9a0b7343f8296435e624bb1fb8fb53a69bb050be9,034593537dc19047de45ef90ec22b83243b184df595a613883fea6542caf39a656,0.0023494188094399433
76,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02b224bbead19b9561d9db32553fcf59a2db57e28a6222048b1e5d7d7aa388a457,0.0023494188094399433
77,02d34f45e69789e449837c5d59a1f17a01877726fe689bee7e455604d89cb9ba50,0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,0.0023494188094399433
78,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,026691125416feeb270e1da27174083382f1156f0fc49f2cd90061bfb50f84a649,0.0023494188094399433
79,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02e3953aeab9f48ecd3a52f804e98d1275d4f0f557c0247164fc159a93a1d29098,0.0023494188094399433
80,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,02d347b51ee921765d031d31e799d165a42962193ae481928ba066a770d387eeb8,0.0023494188094399433
81,0257e49eea5c1456e9401f8b32da28bd83af0c433ecb3c41694b354a631c4538c7,03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,0.0023494188094399433
82,037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,03ec04f72acc78574023c6500c5422fba7484f12bea3dcba1b68e6805eb17d8716,0.0023494188094399433
83,024ffe2a9694e9fba871bd00ad399b8fec7c5e3bf8076a340be380d5d8513c1a1a,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,0.0023494188094399433
84,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,032170f8263f41e5befe2dfb8e96fbe1d7abf4179fb343ade9b9ec943d53a4198e,0.0023494188094399433
85,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,031c0ebb43b96dc3a2faec637876cb098244a234d604ddb8d415410bc20f54b443,0.0023494188094399433
86,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,032a687f12cc5e3a050ac05c37f8f924d7769b2851ab31e9e528ffdf417419dab4,0.0023494188094399433
87,0276e09a267592e7451a939c932cf685f0754de382a3ca85d2fb3a864d4c365ad5,03263bd46ea2612f022c57e440b8f6e8d8381d67a469f0489170b01302cdf09307,0.002349418809439943
88,022bcd7248336b3853aac0c2a952cef25ec8ec53a79a5bd39a984b5be41c29f8b3,02ceb91a6a27520ae8d8f4d933c12e58108fe612bd810607786fcb040c460275e1,0.002349418809439943
89,02b646d30ed97b4e1a247f74805bd2bb5b5059151aa6842c3d8a02fda13be236a6,03deedbfee762a68a44d2587560507e513ac185908728aaf053ad4a3c096d8acb0,0.002349418809439943
90,0203d0ca878eb8727a99b8c891e2c0e621731e8bf6d4d56736537ceccfb0dc828e,03e50492eab4107a773141bb419e107bda3de3d55652e6e1a41225f06a0bbf2d56,0.002349418809439943
91,034d536feeb0a60ab55575db329a8a0922d8281a014a86ed3a0fed230eb5cecba1,036ac04a69f2ab587fd83c4f2aca255a81f138276fbca344ac3ecfae28d733be56,0.002349418809439943
92,020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c,0276a31defb82997290f3a530caf3c3f2217ace6f67ad4af285d6b870d68af1708,0.002349418809439943
93,024b00cf3368dbff39daa6de5638cd877b96227066e1e0d31b10183daa63ac325d,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,0.002349418809439943
94,020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c,02b908c243b76aceb99bae24e92bcf849426dff2c4e20f75efd33012e893c1c729,0.002349418809439943
95,0232911dd093ce5df8d33ada59e569f75a664e78e9f70d952cb4d2a31079dc859d,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,0.002349418809439943
96,02f0addfe58ec34cef057c91aeca27f77d22b5c812b22c54759b85b8934c3179a0,03f47ba61341a704b0910b6d1fc8a938bb97152e8df94dfc142816d2721b5d5c73,0.0023494188094399424
97,02ae072f6dde3a23df7bea80cb31512bae505ae7cb0c41e08e342ad6aa928441c2,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0023494188094399424
98,022a868306fae7fa2806e07a0ee47189d2541c4f57be21abe88c6f3dedda585b5a,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0023494188094399424
99,02eacfda45b3d1b704712fdfbc128920c3118e2299659c67477ad5c7c58c6a5d92,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0023494188094399424
100,0283f5137199a92a31dfb2486f0fbbd9c1c95fc177b1672842c785cf9eead48e84,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,0.0023494188094399424
101,023f3f4ea76deacc8b26b61200078c3f05cde028ee8666f5200dd074f4ce0422c7,03321fab5e3db6c378e23e9cceb522325dc4f6b0c68819944569128d34cba9cca3,0.0023494188094399424
102,02ec3e575a0641fc419b783f48c4ec3a330c80ddd18b6c4ec0c653a0fb704df6ed,02f53a0eff61890e775105050198e174a19405cd928930b96ce96070a7c9a2dbef,0.0023494188094399424
103,02e389d861acd9d6f5700c99c6c33dd4460d6f1e2f6ba89d1f4f36be85fc60f8d7,0379c41f28a38c49998fec42437db78a17af508fb19338e7360d7ffee2607ea036,0.0023494188094399424
104,025f06d450f7085b6ff090b2a482a1046d28c2dd28bd7902e76011819df42ff7d4,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0023494188094399424
105,026a54ae3d641851ff11c95f189e96ac30353fe27e584982a589e59e94895d7163,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.0023494188094399424
106,028dcc199be86786818c8c32bffe9db8855c5fca98951eec99d1fa335d841605c2,03b9eb68af140dee9fe5804ee26fd3ff15c144f6a151554d93316c29a77c20d33b,0.0023494188094399424
107,02dcb0cd80fca98d64930cf2f3cd97df5441e7770ff7e7ebc8a2540d3622ca2331,02ec3e575a0641fc419b783f48c4ec3a330c80ddd18b6c4ec0c653a0fb704df6ed,0.0023494188094399424
108,0250f64187d3552ce31728b88862ded7604345b81bfd6ea897d5821e28f0063228,03a8334aba5660e241468e2f0deb2526bfd50d0e3fe808d882913e39094dc1a028,0.0023494188094399424
109,031015a7839468a3c266d662d5bb21ea4cea24226936e2864a7ca4f2c3939836e0,03fa56580bb1e563cbbaa739be3b90619914d39a09898b874f94b33629bd66349e,0.0023494188094399424
110,027bdcfe79c7ecab414465137e234beea15a11b672753fe2dc6bd579868a3d7976,0290fb6ecd5865f7a973e1d48ffbc2612f80f6a2defbd6a188928bd0492bc2847e,0.0023494188094399424
111,023a527903368146b49d4291db6a829b27f32c2ee22b0f5872c7873a287db1978d,03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,0.0023494188094399424
112,02542279bf103a913cf74ae4753d2d481b3915cbbe61537aed8c5c46b616cfdc7f,03321fab5e3db6c378e23e9cceb522325dc4f6b0c68819944569128d34cba9cca3,0.0023494188094399424
113,03b38a7da8a73c3b7ebf34ecdd9a6a135aece5b080658575ef255e953718cddbbe,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,0.0023494188094399424
114,027e51bb530a34142b6e0282b119eb4e736c2af439f33e48715dc9fc1323629500,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002349418809439942
115,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,037aabc5a319ababee45c1398fce9ff8dd721ef68f4276a6c27c1137ef97e9aa70,0.002349418809439942
116,0316b368a0ba6181f5f3e13c77e27f431daec0b3f126c2799f388c3116ae7ffc48,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002349418809439942
117,02593d90d96cd81a353c65e854e7432a722b29387e1282e1907606c563ab8bced5,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002349418809439942
118,020d649453ad3b9934078a574c40e6f4cba0234e7c0f92cd35d22f57a19f9754d9,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002349418809439942
119,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03478113dc2448cca27e78635b32bc427aed51c6edda8e1b4afad02e08ce76d49a,0.002349418809439942
120,02af9d74c306e57bc68df41825968ea53e228a4a618304b395221914f14687b48f,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002349418809439942
121,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03dd047b5d1d6398983a8639823bc7b895ace8798af4fdc698f8c818a177cd3692,0.002349418809439942
122,025989b3615d9e0081f4cfd32c7188485d6c8d9c4e43fd9137c51f97897a89f601,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002349418809439942
123,027004a5a1f1f7a5678ef82622e069d154f1c4f8ec3eec230785ad5a2f06c336e7,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002349418809439942
124,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,036b189eb0f2b28c2df43c817fcd42826b58c34d6409c90bbe4017a14b0e2d395d,0.002349418809439942
125,0327df61d3cc4cb706fef5ebba014462e87a8fce642a0cbe54df0fe74964d20f3b,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002349418809439942
126,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,033bd92404abc643350f32563df19984b5b88e39a0feed55613073d59a83562dae,0.002349418809439942
127,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03bac1a2dfff37a440a4a70552d3d9f30f5eb5205f463c6abc9a0d3e42c2790b74,0.002349418809439942
128,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03aaefef8bfdd360004bcb12a4812c0440569c74374eaa3f4372da39e723344ec8,0.002349418809439942
129,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,03411e912a306fafdf06d4cd5a61f8b0f977baa23053b1db5e853377ed59316567,0.002349418809439942
130,02859fd5a4072a96f675a8273fdfddc9a07c72278c6a90f54bdf95fe650c61cc9f,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002349418809439942
131,028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,03d63720b1c3de689cdd52b1fd11cbfd33653f737433bf5341bdcc90ad62af022a,0.002349418809439942
132,0256c4eb4c563ab602a46431092635fdcaaeeab21727ed92241412ddd4a5c2814e,0395033b252c6f40e3756984162d68174e2bd8060a129c0d3462a9370471c6d28f,0.002349418809439941
133,030233633858a87ddedc7a15e08acefc1ed43c21f9ce13dcd8f623122d5d1c6d53,0320e5b9f19a1c4dc22ebb751d757eaa5843262cd55a0f1b0d13cb5d445c5c78ae,0.002322268875022792
134,027b1eb82ee33cf117c0e7c37f55cf571607c0edb103193c3250b2f46153214d09,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.0023156508285710293
135,02dbaaf5bae72d36d8f66320c536d452e0344fac85611ed71f3d7cb8acbe37d7c2,0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c,0.002311220358594455
136,0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4,029d4469979adddfba62e26096b00df05407e8e5241834245f5f000a74e08cebb1,0.002307086230642133
137,0354fcd9f1554f3505238e1b3c29223868953730c30b6565ad482dc31e90bcfa93,03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618,0.002278796107080615
138,031571481369c09d8a5418ca70812d92bea086a6033ef5a21e91faebb3dd71675a,03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,0.002268098767603934
139,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,03878111c5c4b86749f5af107a7cc7d097472f672e59a6b511d92b958e3df352c5,0.0022046852504969444
140,0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,03e27ab204bb3a34afaa19abbee8cfe26e32789f6f9a47faae114af0f443af18d1,0.0022045964201085687
141,033da2da73624b756f7fd8def7db4d54858eeb621d19e02602272486483e1668bc,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.002172654475611691
142,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,02ae229a5bd9049199f1462ce2fec0fffd79d5b5ff80ec3939bb2104e4cd1b4471,0.002151574679073259
