transaction_id,source,target,amount_SAT,success
17,03880f6bf12094a56fe42f74d0c7f043d15435301083b1c7edab352e2676d0b52b,0276e09a267592e7451a939c932cf685f0754de382a3ca85d2fb3a864d4c365ad5,60000,True
18,033cfe09030dff97391e08cd08c77834efcb44b706bee7ac7d0866b02ed67f356a,0249c30c3aedc95d87e430f4b6c076049714c5b7ea536d4e4e1863c5ec8f73821c,60000,True
19,03a8334aba5660e241468e2f0deb2526bfd50d0e3fe808d882913e39094dc1a028,03dbc7f1c2c67a384502012735caea20c6f02078be27d73517096f3f42d12a8392,60000,True
20,02b414e4e29a685b8699152be47a0420fa3c8ab59629d2da2d6c0a95c582636350,03dd047b5d1d6398983a8639823bc7b895ace8798af4fdc698f8c818a177cd3692,60000,True
21,0251a08c8f96c02bac929be2fd91b6ae714b1b90fa29a11833d6f226ac9e5071ef,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,60000,True
22,039f3f2ab21489131273fee84f1e0207b81e8ee102bf1919ed541c89b4a20f3345,023bc00c30acc34a5c9cbf78f84aa775cb63f578a69a6f8ec9a7600753d4f9067c,60000,False
23,02085a614ae7c0a5d29fc4ac192dc73887ad024cca78f62f138ac277dd5cd06fa1,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,60000,False
24,026d9c78088e1cdf96c5478aeadb1d83e981f6a9ea03113fa4182bed3d91c697ed,0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,60000,True
25,03f38829a9b9131e3a0887ca21fd042f2d07bd7f151fffefcc3d1585f24c1b3e7e,031ce29116eab7edd66148f5169f1fb658fad62bdc5091221ab895fe5d36db00b2,60000,True
26,03f78684b49e125d73c1801b3529f7d663f08ae7e1dd5db416fe69d9cb47b1c50f,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,60000,True
27,02d6a799a64b6686feed233971706a75bcf842ddefdb2c0c0043959a1ec5255904,033d485a2aa57e0b868da2e5c32471c3256f9114734b78abfa6ae55cbdacbd5c3d,60000,False
28,02da65c851216c09066b2ece048af560dcf5524fc96bf6e22fc5d872c42740fa4c,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,60000,True
29,031ac677972619e8e0a1b40593e01b04280dc4a18a7a9b5cb7c6e8e2673e31f644,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,60000,True
30,02683666b4902e0af6c8d9fa7b171c1421b71933255bdaceb4dc0202c4e900dac5,032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,60000,False
31,02312ff31065efa9cd1af882749d1b91dda97016e245baca8dbb4817251779077b,03cac8425d15440dec66f7a86155f2f457301aa434a6abdb82af2252ef477e7eb0,60000,False
32,02482e560c8c986f40f14119be55aaeaf3c4b19c7da1cc56efff3eb4d5bd16e2bc,02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,60000,False
33,02eeb866b34b997754746d8a4f9e7c07995dc2aef5699de340d3eda92740cade07,02fe079f0737c4d5b7bd5add5e4ce1bdc2f0b79fcbe4b45aad8388f05b54ac1df8,60000,False
34,0349e1165104b5606b94fa8e11499106f8e66526b497dcad6cc22d64987b0808e0,02f302189b8c0028aa919e5441a5d7e80c82ebdff421219e34408acea58274a823,60000,True
35,0243946451875cdccb6d5e768171d7c89786cb1e268bc3684407a0b008f1311631,0384417e479afb21bff425f467382f9c064ac08bd422ea36542fa6799e026d77e6,60000,False
36,026ec4e536bee7020288ee195b3647b89b9ffdabb46eaec109079bd9d7a661c6de,02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815,60000,True
37,028736991912f0118418fe18714a5ee5f55532fdffdc241ba7c2fac631adac886a,032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,60000,True
38,0309caf5db1a7a1e25a814e662304efa2e60e88e0d70e2c60122c583d6dfb5744d,023949b49e18512c757d7577f017470e281d640699a21cd91a2e9fc6e5b93ba59b,60000,False
39,03b95f2370e01edb922ec243f9741701a6a3d112b3df8f62c7a08d9f5cd71ebfcb,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000,True
40,026a7077a9aa576b241be423a7cbfafa1f1944018c733cd4526344ba9b66c1e0ef,02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695,60000,False
41,021d9deaf090a021c6e464e3becc5296161e8aaf5de3c7a1d517838cd74525834f,03ffbf7ef99f52555d40b3eee011dc6042541fa5f49629cbfb64f8c1730726b101,60000,True
42,039a0bb71ac1d883de0fc96e4d90fe442e4c6621529f9661428402154bf03fa286,02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,60000,True
43,0353f353fad0bb38c0772d87a1d8fcf67aa606dcb9e5b4690c1abcaa64449d4b8c,036a33e92cda2679ac91ac0467acb1ba33396c0df1119521653e0f269c275dd6bf,60000,False
44,0392600bfeb472a7757cd911bf64929c5d73b01e39d425f9ee6c86f8b5969f4a34,0346c84a15d0ac1d724f64cbaf3726fbaa33e6c95d15abd513c1767b9945884fd6,60000,True
45,02dd464d8c802ce9bcc07952b3390981bb4b704b863e6ae87434ae056b697f3659,0320f42d91c643b5a541758e4ecf4ad1d7f25b04ae149755adee8cd79fa9fbdfe3,60000,True
46,03b30a362a02bff3bd17798be65215f46dab2132e75b2bea6b5b72e7bd7350d433,02222dd443181165571d236af531295e61212737507aa1cb9a05c82646ff3170ed,60000,True
47,03ccc89cf8385783cdf0d2b5af0d5a2c84a9e59ce1852e038fe1fe59cdee41b367,039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,60000,False
48,032a65fc24a44ba4334fe69ef9bbc07e299e5be956e4332347649312bebd51a82e,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000,True
49,02b646d30ed97b4e1a247f74805bd2bb5b5059151aa6842c3d8a02fda13be236a6,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,60000,True
50,024c8c764d8e3657d3fd3bafca31d6733f2bdf6b10e9c438f1b9bc7fc6d9f38509,032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,60000,False
51,02a26c1e504f34d3793778f1c226edee1f902909a1a5f2a4ed4821e68c49453389,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,60000,False
52,03b8f642448eed046b0229ac160e5ce3aae4dbd98741c84be5c40200af045a881d,03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c,60000,False
53,030753e01dabdd341a4a22991bd7fee2038784e5fca256424daf8e6018169a5de4,03b9eb68af140dee9fe5804ee26fd3ff15c144f6a151554d93316c29a77c20d33b,60000,True
54,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,031f8400b123834edd5736de9aac14ec0d77c11bff27f5a6eb0da5f6ce66ef0975,60000,False
55,03024474515312c81f1ca1753cd813b265a6eed9a29234a5f20fc5b12b0ead45eb,032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,60000,False
56,03aff7509b0384b9dea9155282370c609796e3a33422b809f5574b52255487b4e0,031f8400b123834edd5736de9aac14ec0d77c11bff27f5a6eb0da5f6ce66ef0975,60000,False
57,02881a55acfe466dc3698abe31f412260edeff067cafac8d5c26213a7207f19930,031118c94f180709cb566f86396e345f7ad800a0be2d477b0c930a9677da91e46b,60000,True
58,02d91a5dbb9202e724c3501338adb511c761e7851e004cba1bb413368aa54d394f,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000,False
59,02dca93a2c161cde48b1d06e66b994fab01430477336f95f57bd0da25686a2b4a7,02d0f53a403a0b16efdec1983a082ab7645e35858f6a855871e489c9992748a059,60000,True
60,02a54deb8d0f11d47c6f55cec5e673063c9fad2619559e8d87ae3eb4c381668449,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,60000,False
61,027c85f2a86e1d29f772ab75a7c4afbb957cc095934e61120406b9c132311de729,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,60000,False
62,020c65be6f9252e85ae2fe9a46eed892cb89565e2157730e78311b1621a0db4b22,03df257120256b5f0b87d25659946d42067a094c765bff830eb66d6ffba6f4d5da,60000,False
63,02e4cff955ae84e3575861abc2c63ce87505ed8e8eeb86ceb2f8ad05b07a7b9234,039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,60000,False
64,03d27806a058fbc2095b42379e71ddc97f0b698435c49b35d970cae5e0ed4841ea,028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675,60000,True
65,03e81a5b8af31bc00a1c1c08419d3272b4982db02feafd739904df2edfcbdf6f7e,0215f33968047401f191b2c3203ece6d5781ca7f2c018e7795d5e5ddc05c8b4ebd,60000,False
66,031a62ba399b56de86bb2f049d628a682a06ddf759e63743e2b2123c2144b48ddb,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,60000,True
67,026e186f6cf00009595c9083980304f0be65c8c3736b63c1c9135ef9aa952f644e,0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1,60000,True
68,027390e3f364bd13aacc707c2e4bced66f21b3bebec46cde0ea0502c4cca0a907b,0312c02755c6a3475f872be27e71fdb7703a61a25777401a26125e1c772c7e0f6a,60000,True
69,027bdcfe79c7ecab414465137e234beea15a11b672753fe2dc6bd579868a3d7976,039026382473c677f291d6a16b8b6b5af02813cc018336330fc3f34828f3d8d062,60000,False
70,0290681a8483f53775eca26674e215890e06a42e389c1cd0f6e0e4f46e8583c48c,038df0bd2fad1bfe42d177f18ea5e33543e2b855ef369d06bd94b81d2c87187c82,60000,True
71,038b36a43c38f75cd15bb25394f1cd162f717df005585229182e62620db9d3f3ea,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,60000,True
72,03a08d40fc3676e62a0bcaa27de657ce5e05b9a2491fbbf011a506a774e9ea263a,03f2a7d203afc06f6bdbbe1572abbe906fa76ff098412ffbf28b2a3863d50729b1,60000,True
73,03d9c54d337d15c993b93ad6cae5a839e3e7c18f5ac210b8c7b7620b643a79943a,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,60000,True
74,03545c51d746aa26b502d1c0c41ebac5036c71a7033511f3808c79211ae11b956a,02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,60000,False
75,029bd34009848ba89606ea5d488b966bab4e23da8582265ececbb38c28ecd6d591,03df6c0f08f51e0c72d532c27064dd8f3c814f120ba9655b0b8ae140ec6c4e59c2,60000,False
76,02e81795cb29fce0d39f57aecd09db334c6b74fe74319ddbbe9abe7c30cc1db1e9,03c63e8146aba2eda617489e08ae0fbe08d54e686c0f296d697c33cd67de4acc08,60000,True
77,03ebdca33c36eb8bd9ee5f669b05dd070c632d03075857e07e53faf0ea67d254fd,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,60000,True
78,02d1105beecbdc57040e6dba2b8f33fc50038164bd5e7c46cdeb2c70016aef09eb,03ffbf7ef99f52555d40b3eee011dc6042541fa5f49629cbfb64f8c1730726b101,60000,False
79,02b974116054be17576e6e8ed4110422e5a9d8775156fd829aa2eeb8aded87b290,02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815,60000,True
80,0248d2094982c321ca98d2bb802c881b1dd04c5426de022aedff6844a149f672ae,0338dc6255ff4ae3452610f01a555d6f15c8a88b77bf46a240f8cf43b26826e422,60000,True
81,02e01367e1d7818a7e9a0e8a52badd5c32615e07568dbe0497b6a47f9bef89d6af,0279a474446115c8ce1456dfe77544ec7618940f0ebe6013194b395d7311cc8c58,60000,True
82,020de4c7b3fcca7eac8fe5ac0fb9c87400db5a931baec35251fe7c55f0d0f91773,02f302189b8c0028aa919e5441a5d7e80c82ebdff421219e34408acea58274a823,60000,True
83,03c44a3fef1637aae26c96bbe932baf5094b6f48a060d8944bd32d4f67032cc027,032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,60000,True
84,02282cfc83d4e4ac088a654184be62d7de0be6298e83af39431f9598c8c5631c09,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000,True
85,023a5d8df324832580f0815708abefc0cba23f8e7cdb39b9f847fbe6603e68518f,02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815,60000,True
86,02c3bcf97562252f0a424016a4e65ea9a56403cbef259238270a76083228d68ab1,021d9deaf090a021c6e464e3becc5296161e8aaf5de3c7a1d517838cd74525834f,60000,False
87,03680c5ce92148d34d6093fd50375d6a07cb1d69be232a3ebd479fe0b4a98fa89e,03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,60000,False
88,03c2d52cdcb5ddd40d62ba3c7197260b0f7b4dcc29ad64724c68426045919922f0,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,60000,True
89,034ac0b6fdac5b55b9043c4b12d1b941cffa57f2622731386aab2eb8ca0ff1ebd9,0261f842bf519ee59abe37f874b48c7bcc31a51c8c0f12668edef3bb82143ac1ff,60000,False
90,036fc14cbad100a63ce4c058561d470e045318b6e9659484abcb3176ed7f0acbce,039026382473c677f291d6a16b8b6b5af02813cc018336330fc3f34828f3d8d062,60000,True
91,02bb7805e3458259a3dae6f7ad0ce8c45cd34d11e1dea31e5a3aa1621be603b13e,0215f33968047401f191b2c3203ece6d5781ca7f2c018e7795d5e5ddc05c8b4ebd,60000,False
92,02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86,028ff87c9ad3f2889f69bed50048e15b2df9174aa248bb757f7a2726577e3a7031,60000,True
93,038bcc6471941c7d6c14a8ce5b7159d8f73a3a0bb9a93e8896bcb892e14552658a,02271f8ad4c3375619689776f1de924550e0cc8a9012dd5baf8303d5e28db8c520,60000,True
94,031b3971363f95a2c645c96da138f9eec0a82ec41108d8c1946775e8f0e6638339,0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,60000,True
95,02d9048dc0846a3c53bc2d7db7c7d914c0b8909b76145e2909daa29640b7936084,0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174,60000,False
96,034a0fa8e6d83688f3e19c2bcb93fb9d6f366d6c937dbc3c744cb21db6e093958b,0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1,60000,True
97,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399,60000,False
98,03021c5f5f57322740e4ee6936452add19dc7ea7ccf90635f95119ab82a62ae268,0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf,60000,False
99,03f78684b49e125d73c1801b3529f7d663f08ae7e1dd5db416fe69d9cb47b1c50f,03e24db0341fff731e24aeb0492e54510d1392d21d121a51e644ac5797300d495f,60000,True
100,02de9511923b20bae5823ed5113287ae6d272e5f587b46a57a04fec0c35c4354bc,039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,60000,False
101,036e6d0bda4e1a071b1e41208e8aa257ac9015285b08f4a080cd3ed57e3faac907,039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,60000,True
102,031be0f6a76ec0425f4981be6e34717f9c3dfa402ac2ce949d114cbe54207463fa,02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003,60000,True
103,038d108e6cd9b8e84fa0b89d018c2e254324d3674b2bb3db12b35841889bfe372a,03f2d334ab70d50623c889400941dc80874f38498e7d09029af0f701d7089aa516,60000,False
104,02b8cf6f5fce8561d9b8c5180b8e1113803ddf6560a24c28de8d2d7914ba035e6c,02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399,60000,True
105,0271cb8f1171847877e070e44f2137b95ab0056ed72dfe345bb1409cdee5de997d,039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,60000,True
106,0319b565f91688b1efb9f8d43ea2b043ee781292a2737fa8a1e4d403b1b13e76b4,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,60000,True
107,0324f10cb994d70329ffbe9482478ffbb22246be593ce8aed81b2ef4edd528809a,02769550ede3eb65c2780bea31037f078755f43c86715e111f9d5a8633d4e34635,60000,False
108,02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86,037cc080c5dc8f93adc60ef89b5fbc5d83bbafa931888aa47c8e5a08de6f35d6b5,60000,True
109,02ebf94d3ce6de6ee35f8aa361b36c07587a9cfce6db9df7d9876dea2fc55abe19,026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,60000,False
110,0372b06465e770cf5bf39c65de8dc2425cf649a6eab00cf08d192f0edf35fa5cf5,02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276,60000,True
111,029b20ab86e9c9cbfea4047f6031f73863c0cd33a8ff28cd13d98a71ab3f4470be,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000,False
112,02a209432db157f414e668dbce5ee0f986dedd7b9ecbbdb4cf9a47215e85f70d5c,02c9ab41feddfb2035ee21b50ea44d20897fa0ef5282ffc107f8f3cb31877571f0,60000,True
113,032827c9341157c18180fa6fe8262458f0a2d73930e5114b99a72ef5414872a1d4,0350935e1deb06cd0697bd15ea654dd7ca53314443de14ae731265ceafe29782c5,60000,False
114,028dac95bd6a24694325b926f57dfb78b9106a05b107a1cc74d64b8c087e042d4d,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,60000,True
115,0252fbfedfeea648405ea36988f6fee4de36adf87e99371e4e34d1a310f8a873ec,0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877,60000,False
116,02d5464b79792b7d6e8a10ab0e6238010f27d4e5ba076e7354411f4705559957e3,02267dfd3548c201bcc74dbe067748d1738f58a84fdf46063a2396102b436851cb,60000,False
117,03d0dd77ea5a466547fe9bd0c221266ea0a2f6c6dd5ad282ddac01e6f33a4a7619,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,60000,True
118,03952f8756c036669440e06c782c7f21732886ccf04052e0e6e792f8f5a490f6aa,027c85f2a86e1d29f772ab75a7c4afbb957cc095934e61120406b9c132311de729,60000,True
119,03c409d19b1d3dbb2191e28ba150e89273675fcf2812b58ac3fd88bb98abed41f1,035830c16ebd9791379d05ee2e17053bb599d760cd5e2d2692c6bc96a3d8c50680,60000,False
120,0392600bfeb472a7757cd911bf64929c5d73b01e39d425f9ee6c86f8b5969f4a34,0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,60000,True
121,027bdcfe79c7ecab414465137e234beea15a11b672753fe2dc6bd579868a3d7976,02059220fa2153fb6d7768d7d67c6b86f441f83b7046aea492f2018f7b800edfa9,60000,False
122,030add47e1b9a6c6219d538a4f73b21333b51ed2c374db8add36a4ef692a9e08e4,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,60000,False
123,0361c37f8b01ea5f0b926abded5ed0300d5130a0654b0b5a4ff6241dfd0316cc15,02dda24009e7ac8f7f8d0074e831f4a5e8ff5a8f6f72e069c798f5feb40ceb6227,60000,True
124,03fcf7df6900853b7b233f695efb2be5a45da9c9d3ea6cbfc6c2e74bfb6a8aed80,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,60000,True
125,035bb2749325deda9b1f6b3b1b6ae6ba1b8b629d3a219d2d6fc14ac45857405e3e,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,60000,True
126,03ab75012c0a552ddb0194f43d57d9af2a83a86cc2a96abf0134c6d9349819c8a8,031506bd1e40e9cb16ddbe536d8291c2e800a957acefba4511730e909d8d1bfd3e,60000,True
127,036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8,030043d0a2cfb69d80867094eb030f8abde7a5dc36e1a0faece73e614cf779bde8,60000,True
128,033f142bfa5185797a8251cfbe47d64c525b922610b2856c6bbcdd5b812505a17b,0222476406555defceacbc04093146b9cf677cb7b24daddeb3fc4f280b1efdbf69,60000,True
129,03c63e8146aba2eda617489e08ae0fbe08d54e686c0f296d697c33cd67de4acc08,026c7d28784791a4b31a64eb34d9ab01552055b795919165e6ae886de637632efb,60000,True
130,02009947c197575f5a948e1e4343c41dc2e6122a9bd644629afb919f30e1115ff8,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,60000,True
131,020211194bc7e5830673f87346e77f125c9eca59b308c041f9a54a62be8374f344,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,60000,True
132,0200c7ce2a4cd3d5e5f1ee5381b386c5cf25ea13048ee0efa425ccbe825c7a5c3d,02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,60000,True
133,02459b759a62bc3ebfe98a320da237944cc4f35456384bd8fdefa7d0340c75f46f,02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,60000,True
134,02b8cf6f5fce8561d9b8c5180b8e1113803ddf6560a24c28de8d2d7914ba035e6c,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,60000,True
135,03e8d533afa31ea292c0bd4b40eeb7987baf69bd70479ba298188c6f9eabfcabff,021d9deaf090a021c6e464e3becc5296161e8aaf5de3c7a1d517838cd74525834f,60000,True
136,03d0dd77ea5a466547fe9bd0c221266ea0a2f6c6dd5ad282ddac01e6f33a4a7619,0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,60000,True
137,026844fe6d8c9dc51a291f67cf50d6236d4ea92abd665cbbbffce4cc9e49edd481,0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078,60000,True
138,0250a7b4a1e37d1f47aafa08a80898956e500211288f9728d54909c8653be04132,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,60000,True
139,02f016ff7748d475937747909c5f6a0ac4d643b0efdd832219bda9103499ba5607,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,60000,False
140,037b2e1248179b70e710831db916afe0b9d157d9b4a31cbfda653775ae8a93ff55,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,60000,True
141,02d4531a2f2e6e5a9033d37d548cff4834a3898e74c3abe1985b493c42ebbd707d,030e53eb818a2f7e0d48fd954d8a4c9645383b545952d9e4d51f32cbd85e26470a,60000,True
142,0356be6cfe1a94eb09564cd51ad9d5fda4f90a7f8c6832cfb8c993f8be2a0a68d7,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,60000,True
143,028307fa4444f406a47d5a5e516c5057f7ff39685b992921a0c8943ff3010e6a95,03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d,60000,False
144,0214ec84c84827dd4911de56d2ecb77d367c6f24c658b8acfe4826b01968e45594,038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,60000,True
145,036fda475a47bc45f90ac43fd61c3ab8bbc0bcfed64aaab46d6166d6415de4e056,0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078,60000,True
146,035e42db5087f7d1497db5e3d57c4414ed24bc1ffcf5343344e267ff63c04d82c1,02db3728efc65b608c028e873fc5270a5c927df90077a1074da3b22316f71f7584,60000,False
147,035767f831bf17896b51947a0378c692ece3b4c134bd224d578f910a056a9aa44b,02b3877314aff657216ceac039244fe94e7116af10cfffac0232fefa5903c62a58,60000,False
148,025a596f3023eb914d6041bbb75d9d274b8131596aa9c6eecff72fa45de9927fbc,02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469,60000,False
